pano,pmes,conglome,vivienda,hogar,codperso,dominio,estrato,p101p,p103,p104,p105,p106,p107,p108,p110,p200n,p200i,p200a,p200b,p200c,p200d,p200e,p200f,p200g,p201,p202,p203,p204,p2041,p2042,p2043,p2044,p2045,p2046,p2047,p2048,p2049,p20410,p205,p206,p207a,p207b,p208a,p208b1,p208b2,p208b3,p209,p209a,p209b,p209c,p209d,p209e,p209f,p209g,p209t,p209h,p210,p211a,p211b,p212a,p212b,p212c,p212d,p212e,p213,p214,p215,p216,p217,p218,p219,p220,p221a,p221b1,p221b2,p221b3,p222,ocu200,i211a,i212a,d211b,factor,toting,p200bb,p200dd,ingprinc,lintot01,linsub01,ingtrab,subemp01
2002,2,398,44,11,2,8,1,51202,2,1,2, ,2,32,2,2,2,3,2,9,2,20,11,1969,1, , , , , , , , , , , , , ,6,2,1,2,1, , , ,0,10,10,10,10,10,10,10,70,1, , , ,300,0,0,0,1, , , , , , , , , , , , ,4,1, ,300, ,520.779283059386,300, , ,300,261.4118611,587.210880106404,300,2
2002,2,398,44,11,3,8,1,51203,3,1,2, ,2,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,521.224382437058, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,398,44,11,4,8,1,21104,9,2, ,2,2,35,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,520.779283059386, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,398,45,11,1,8,1,21101,1,1,2, ,1,33,1,1,1,3,2,9,2,8,3,1968,1, , , , , , , , , , , , , ,7,3,2, ,1, , , ,0,10,16,10,16,10,16,10,88,1,4,760,0, , ,600,44,0, , , , , , , , , , , , ,4,1,760, ,0,549.803063074591,1404, , ,760,261.4118611,587.210880106404,1404,3
2002,2,398,45,11,2,8,1,21102,2,1,2, ,2,37,2,2,2,3,2,9,2,3,1,1965,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,1,2, , , ,1,1, , , ,4,4, , , ,520.779283059386, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,398,45,11,3,8,1,21103,3,1,2, ,1,8,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,478.349195509348, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,398,45,11,4,8,1,21104,3,1,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,521.224382437058, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,398,47,11,1,8,1,51101,1,1,2, ,1,45,1,1,1,3,2,9,2,6,10,1956,1, , , , , , , , , , , , , ,6,3,1,20,0,4,1,2002,0,0,9,9,9,9,9,3,48,1,3,300,0, , ,0,0,1, , , , , , , , , , , , ,5,1,600, ,0,421.38968379641,600, , ,600,261.4118611,587.210880106404,600,3
2002,2,398,47,11,2,8,1,51102,2,1,2, ,2,36,2,2,2,3,2,9,2,17,2,1965,1, , , , , , , , , , , , , ,7,3,1,2,1, , , ,0,0,5,6,6,5,6,0,28,1,4,30,56, , ,0,0,1, , , , , , , , , , , , ,5,1,30, ,56,520.779283059386,86, , ,86,261.4118611,587.210880106404,86,1
2002,2,398,47,11,3,8,1,51103,3,1,2, ,1,19,3,3,3,3,2,9,2,27,7,1982,1, , , , , , , , , , , , , ,7,4,1,4,1, , , ,0,0,0,8,0,6,0,0,14,1,2,30,10, , ,0,0,1, , , , , , , , , , , , ,4,1,130, ,43,503.926092148271,173, , ,173,261.4118611,587.210880106404,173,1
2002,2,398,47,11,4,8,1,51104,3,1,2, ,1,13,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,478.349195509348, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,398,47,11,5,8,1,51105,3,1,2, ,1,9,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,478.349195509348, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,398,48,11,1,8,1,51101,1,1,2, ,2,53,1,1,1,3,2,9,2,10,9,1948,1, , , , , , , , , , , , , ,2,2,1,1,1, , , ,0,0,0,1,2,0,0,0,3,1, , , ,12,0,0,0,1, , , , , , , , , , , , ,1,1, ,12, ,425.457139052828,12, , ,12,261.4118611,587.210880106404,12,1
2002,2,398,48,11,2,8,1,51102,3,1,1, ,1,28,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,549.803063074591, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,398,48,11,3,8,1,51103,3,1,1, ,2,16,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,518.030094970503, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,398,48,11,4,8,1,21104,6,2, ,2,1,33,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,549.803063074591, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,398,49,11,1,8,1,51101,1,1,2, ,1,81,1,1,1,3,2,9,2,16,8,1920,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,1, , , ,1,4, , , ,421.38968379641, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,398,49,11,2,8,1,51102,6,1,2, ,1,54,2,2,2,3,2,9,2,23,2,1947,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,1,2,1,1, , , ,5,2, , , ,421.38968379641, , , ,999999,261.4118611,587.210880106404,0,4
2002,2,398,50,11,1,8,1,51101,1,1,2, ,1,44,1,1,1,3,2,9,2,23,6,1957,1, , , , , , , , , , , , , ,7,1,1,2,1, , , ,0,15,15,15,15,15,15,15,105,1, , , ,500,0,0,0,1, , , , , , , , , , , , ,1,1, ,500, ,549.803063074591,500, , ,500,261.4118611,587.210880106404,500,2
2002,2,398,50,11,2,8,1,51102,2,1,2, ,2,38,2,2,1,3,2,9,2,6,5,1963,1, , , , , , , , , , , , , ,4,2,1,1,1, , , ,0,0,8,8,0,8,8,0,32,2, , , ,300,0,0,0,1, , , , , , , , , , , , ,1,1, ,300, ,520.779283059386,300, , ,300,261.4118611,587.210880106404,300,2
2002,2,398,50,11,3,8,1,51103,3,1,2, ,1,14,3,3,3,3,2,9,2,17,3,1987,1, , , , , , , , , , , , , ,7,4,1,2,1, , , ,0,11,11,11,11,11,11,11,77,1,1,5,0, , ,0,0,1, , , , , , , , , , , , ,1,1,125, ,0,503.926092148271,125, , ,125,261.4118611,587.210880106404,125,2
2002,2,398,50,11,4,8,1,51104,3,1,2, ,1,12,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,478.349195509348, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,398,50,11,5,8,1,51105,9,1,2, ,2,21,5,5,5,10,2,16,2,1,8,1980,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,1,1,11,3,2,1,1, , , ,5,2, , , ,518.030094970503, , , ,999999,261.4118611,587.210880106404,0,4
2002,2,546,65,11,1,8,1,51101,1,1,2, ,2,48,1,1,1,10,2,16,2,5,4,1953,1, , , , , , , , , , , , , ,7,2,1,1,1, , , ,0,0,2,0,0,0,0,0,2,1, , , ,50,0,0,0,1, , , , , , , , , , , , ,5,1, ,50, ,400.133333607351,50, , ,50,261.4118611,587.210880106404,50,1
2002,2,546,65,11,2,8,1,51102,3,1,2, ,1,26,2,2,2,17,2,23,2,10,12,1975,1, , , , , , , , , , , , , ,1,3,2, ,1, , , ,0,0,8,8,8,8,8,0,40,1,3,375,0, , ,0,0,1, , , , , , , , , , , , ,1,1,750, ,0,517.078013887206,750, , ,750,261.4118611,587.210880106404,750,3
2002,2,546,65,11,3,8,1,51103,3,1,2, ,1,23,3,3,3,10,2,16,2,6,5,1978,1, , , , , , , , , , , , , ,7,3,2, ,0,7,1,2002,0,4,10,8,10,8,10,8,58,1,3,250,24, , ,0,0,1, , , , , , , , , , , , ,5,1,500, ,48,473.931704594046,548, , ,548,261.4118611,587.210880106404,548,2
2002,2,546,65,11,4,8,1,51104,3,1,2, ,1,7,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,449.877180704175, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,546,66,11,1,8,1,81101,1,1,2, ,1,77,1,1,1,10,2,16,2,29,1,1925,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,1,2, , , ,1,1, , , ,4,4, , , ,396.307978990733, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,546,66,11,2,8,1,81102,2,1,2, ,2,32,2,2,2,10,2,16,2,26,6,1969,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,1,1,1,1, , , ,4,2, , , ,489.781769952447, , , ,999999,261.4118611,587.210880106404,0,4
2002,2,546,66,11,3,8,1,21103,3,1,2, ,1,11,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,449.877180704175, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,546,66,11,4,8,1,81103,3,1,2, ,2,8,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,490.200376391091, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,546,66,11,5,8,1,81104,3,1,2, ,2,4,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,490.200376391091, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,546,66,11,6,8,1,81105,3,1,2, ,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,449.877180704175, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,546,68,11,1,8,1,51101,1,1,2, ,1,44,1,1,1,10,2,16,2,9,9,1957,1, , , , , , , , , , , , , ,3,4,1,15,1, , , ,0,0,8,8,8,8,8,7,47,1,2,250,0, , ,0,0,1, , , , , , , , , , , , ,5,1,1083, ,0,517.078013887206,1083, , ,1083,261.4118611,587.210880106404,1083,3
2002,2,546,68,11,2,8,1,51102,2,1,2, ,2,51,2,2,2,10,2,16,2,26,6,1950,1, , , , , , , , , , , , , ,2,2,1,2,1, , , ,0,0,3,3,3,3,3,3,18,1, , , ,60,0,0,0,1, , , , , , , , , , , , ,5,1, ,60, ,400.133333607351,60, , ,60,261.4118611,587.210880106404,60,1
2002,2,546,68,11,3,8,1,51103,3,1,2, ,1,18,3,3,3,10,2,16,2,10,10,1983,1, , , , , , , , , , , , , ,2,4,1,6,0,20,1,2002,0,0,0,0,0,0,0,3,3,1,2,10,0, , ,0,0,1, , , , , , , , , , , , ,5,1,43, ,0,473.931704594046,43, , ,43,261.4118611,587.210880106404,43,1
2002,2,546,68,11,4,8,1,51104,3,1,2, ,2,11,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,490.200376391091, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,546,68,11,5,8,1,21105,9,2, ,1,2,12,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,490.200376391091, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,546,70,11,1,8,1,51101,1,1,2, ,1,66,1,1,1,10,2,16,2,18,10,1935,1, , , , , , , , , , , , , ,1,2,1,2,1, , , ,0,3,3,3,3,3,3,3,21,2, , , ,455,0,0,0,1, , , , , , , , , , , , ,5,1, ,455, ,396.307978990733,455, , ,455,261.4118611,587.210880106404,455,2
2002,2,546,70,11,2,8,1,51102,2,1,2, ,2,51,2,2,2,10,2,16,2,20,3,1950,1, , , , , , , , , , , , , ,1,5,1,2,1, , , ,0,6,6,6,6,6,6,6,42,1, , , , , , , , , , , , , , , , , , , , ,5,1, , , ,400.133333607351, , , ,999999,261.4118611,587.210880106404,0,2
2002,2,546,70,11,3,8,1,51103,3,1,2, ,2,20,3,3,3,10,2,16,2,6,8,1981,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,1,2, , , ,1,0,25,12,2001,5,4, , , ,487.196217393223, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,546,70,11,4,8,1,51104,3,1,2, ,1,19,4,4,4,10,2,16,2,19,1,1983,2,2,2,0,1,2,2,2,2,2,2,2,2,2,1,3,1,3,0,16,2,2002,0,0,0,0,0,0,0,8,8,1,2,20,4, , ,0,0,1, , , , , , , , , , , , ,5,1,87, ,17,473.931704594046,104, , ,104,261.4118611,587.210880106404,104,1
2002,2,546,70,11,5,8,1,51105,3,1,2, ,2,16,5,5,5,10,2,16,2,28,9,1985,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,2, , , , ,5,4, , , ,487.196217393223, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,546,70,11,6,8,1,21106,6,1,2, ,2,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,490.200376391091, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,546,70,11,7,8,1,21107,6,2, ,1,2,13,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,490.200376391091, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,546,70,11,8,8,1,21108,6,2, ,1,1,10,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,449.877180704175, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,546,71,11,1,8,1,51101,1,1,2, ,1,39,1,1,1,10,2,16,2,10,9,1962,1, , , , , , , , , , , , , ,7,2,1,1,1, , , ,0,6,8,6,6,8,6,5,45,1, , , ,400,0,70,0,0, , , , , , , , , , , , ,5,1, ,400, ,517.078013887206,470, , ,400,261.4118611,587.210880106404,470,2
